text,start,duration,video_id
FACEBOOK AND MORE IMPORTANTLY THAT HAVE,26.73,5.01,yKCUTZaKgNA
GOTTEN THEM ONTO CAREER PATHS THAT,29.609,5.301,yKCUTZaKgNA
THEY'LL TRULY ENJOY,31.74,3.17,yKCUTZaKgNA
[MUSIC],36.12,9.039,yKCUTZaKgNA
HEY THERE SO IN MY LAST VIEW I TALKED,0.03,3.149,LOS5WB75gkY
ABOUT GIVING A SELF-INTRODUCTION,1.86,3.209,LOS5WB75gkY
PRESENTATION AND I TALKED ABOUT THE,3.179,4.231,LOS5WB75gkY
IMPORTANCE OF RELATING WHO YOU ARE TO,5.069,3.931,LOS5WB75gkY
YOUR AUDIENCE TO MAKE SURE THAT THEY,7.41,3.63,LOS5WB75gkY
WILL BE ENGAGED WITH WHAT YOU'RE TALKING,9.0,3.69,LOS5WB75gkY
ABOUT AND REALLY CARE ABOUT WHO YOU ARE,11.04,4.139,LOS5WB75gkY
AS A PERSON IN THIS VIDEO I'M GONNA TALK,12.69,4.77,LOS5WB75gkY
ABOUT WHAT YOU CAN SAY SPECIFICALLY WHEN,15.179,4.02,LOS5WB75gkY
YOU'RE GIVING A 60 SECOND SELF,17.46,3.569,LOS5WB75gkY
INTRODUCTION HEY MY NAME IS CARL KWAN,19.199,3.601,LOS5WB75gkY
THIS CHANNEL HERE IS ALL ABOUT LEARNING,21.029,3.601,LOS5WB75gkY
PRESENTATION SKILLS I'LL TEACH YOU HOW,22.8,3.78,LOS5WB75gkY
TO Z' TIPS AND TRICKS TO GIVE BETTER,24.63,4.11,LOS5WB75gkY
PRESENTATIONS YOU'LL ALSO SEE SOME OF MY,26.58,4.41,LOS5WB75gkY
WORK VIDEOS I OWN A COMPANY CALLED KWAN,28.74,3.96,LOS5WB75gkY
MULTIMEDIA WHICH IS A VIDEO MARKETING,30.99,3.21,LOS5WB75gkY
AGENCY SO YOU'LL SEE SOME OF THOSE,32.7,3.3,LOS5WB75gkY
VIDEOS HERE TOO BUT FOR THE MOST PART,34.2,4.019,LOS5WB75gkY
YOU'LL GET PRESENTATIONS VIDEOS HERE TO,36.0,3.989,LOS5WB75gkY
HELP YOU GIVE BETTER PRESENTATIONS SO,38.219,3.481,LOS5WB75gkY
MAKE SURE YOU LIKE AND SUBSCRIBE AND HIT,39.989,4.59,LOS5WB75gkY
THAT BELL ICON AS WELL OKAY SO WHEN YOU,41.7,5.039,LOS5WB75gkY
HAVE TO GIVE A SIXTY SECOND SELF,44.579,4.41,LOS5WB75gkY
INTRODUCTION FIRST OF ALL WHERE WOULD,46.739,4.681,LOS5WB75gkY
THIS EVEN TAKE PLACE WELL A LOT OF TIMES,48.989,5.101,LOS5WB75gkY
THIS TAKES PLACE IN BUSINESS MEETINGS IT,51.42,4.529,LOS5WB75gkY
COULD TAKE PLACE WHEN YOU'RE DOING AN,54.09,4.109,LOS5WB75gkY
INTERVIEW MAYBE YOU'RE IN FRONT OF A,55.949,3.811,LOS5WB75gkY
SCHOOL GROUP OR SOMETHING LIKE THAT AND,58.199,3.84,LOS5WB75gkY
YOU JUST TELL PEOPLE WHO YOU ARE SO WHAT,59.76,4.049,LOS5WB75gkY
YOU CAN SAY IS YOU CAN START OFF WITH,62.039,4.291,LOS5WB75gkY
SAYING YOUR NAME AND SAYING WHO YOU ARE,63.809,5.341,LOS5WB75gkY
AS FAR AS YOUR JOB OR YOUR TITLE OR WHAT,66.33,4.8,LOS5WB75gkY
YOU'RE STUDYING SOMETHING LIKE THAT SO,69.15,3.84,LOS5WB75gkY
YOU MIGHT SAY HI MY NAME IS CARL I'M AN,71.13,3.779,LOS5WB75gkY
MBA STUDENT FROM THE UNIVERSITY OF,72.99,4.65,LOS5WB75gkY
CALIFORNIA AND I'M CURRENTLY STUDYING,74.909,4.861,LOS5WB75gkY
MECHANICAL ENGINEERING SOMETHING LIKE,77.64,4.11,LOS5WB75gkY
THAT SO THAT'D BE A REALLY GREAT START,79.77,4.68,LOS5WB75gkY
NOW THE NEXT PART OF IT IS YOU CAN TALK,81.75,4.17,LOS5WB75gkY
ABOUT SOMETHING THAT MAYBE YOU,84.45,3.84,LOS5WB75gkY
SPECIALIZE IN OR OR MAYBE WHY YOU,85.92,4.71,LOS5WB75gkY
DECIDED TO STUDY THAT JUST TO GIVE,88.29,3.899,LOS5WB75gkY
PEOPLE A LITTLE BIT OF BACKGROUND AS TO,90.63,4.14,LOS5WB75gkY
WHO YOU ARE AS A PERSON SO YOU COULD SAY,92.189,4.171,LOS5WB75gkY
SOMETHING LIKE WHEN I WAS A CHILD I,94.77,3.27,LOS5WB75gkY
REALLY LOVED PUTTING THINGS TOGETHER AND,96.36,3.299,LOS5WB75gkY
MAKING THINGS AND TINKERING WITH THINGS,98.04,4.14,LOS5WB75gkY
AND I ALWAYS JUST KNEW HOW THINGS WENT,99.659,5.221,LOS5WB75gkY
TOGETHER AND IT WAS ALWAYS SO BORING FOR,102.18,4.56,LOS5WB75gkY
ME TO JUST SIT IN A CLASSROOM AND NOT BE,104.88,3.93,LOS5WB75gkY
ABLE TO MAKE ANYTHING I WAS MOST AT HOME,106.74,3.989,LOS5WB75gkY
WHEN I MADE SOMETHING AND BUILT THINGS,108.81,4.199,LOS5WB75gkY
AND DESIGN THINGS AND THAT'S WHAT LED ME,110.729,4.71,LOS5WB75gkY
TO BECOMING AN ENGINEERING STUDENT SO,113.009,4.921,LOS5WB75gkY
THE NEXT PART OF IT NOW IS TO TELL,115.439,5.011,LOS5WB75gkY
PEOPLE OKAY THIS IS WHAT I'M HERE FOR,117.93,4.11,LOS5WB75gkY
THIS IS WHY I'M HERE THIS IS WHY I'M,120.45,3.029,LOS5WB75gkY
GIVING THE PRESENTATION OF WHY I'M,122.04,3.689,LOS5WB75gkY
SPEAKING TO YOU GUYS TODAY SO ONE THING,123.479,3.24,LOS5WB75gkY
YOU COULD SAY IF WE'RE TALKING ABOUT,125.729,3.12,LOS5WB75gkY
THIS MECHANICAL ENGINEERING PERSON IS TO,126.719,4.441,LOS5WB75gkY
SAY TODAY I WANT TO TALK ABOUT SOMETHING,128.849,4.131,LOS5WB75gkY
THAT IS GOING TO BE REALLY INTERESTING,131.16,3.95,LOS5WB75gkY
TO GIVE YOU A BETTER PERSPECTIVE ON WHAT,132.98,4.41,LOS5WB75gkY
WE DO AS MECHANICAL ENGINEERS AND IT,135.11,3.78,LOS5WB75gkY
MIGHT EVEN SPARK A LITTLE BIT OF,137.39,3.599,LOS5WB75gkY
INTEREST AND CURIOSITY IN BECOMING AN,138.89,3.39,LOS5WB75gkY
ENGINEER OR AT LEAST KNOWING MORE ABOUT,140.989,3.241,LOS5WB75gkY
ENGINEERING YOURSELF SO THAT'S WHAT YOU,142.28,3.569,LOS5WB75gkY
HAVE TO DO TO SORT OF WRAP UP THAT,144.23,3.96,LOS5WB75gkY
60-SECOND INTRODUCTION JUST TALK ABOUT,145.849,4.081,LOS5WB75gkY
AN OBJECTIVE OR A GOAL OR MAYBE,148.19,3.359,LOS5WB75gkY
SOMETHING YOU WANT THE AUDIENCE TO DO,149.93,4.05,LOS5WB75gkY
IT'S JUST A LITTLE WAY OF LIKE SAYING,151.549,4.111,LOS5WB75gkY
OKAY WELL HERE'S MY HERE'S WHO I AM,153.98,4.68,LOS5WB75gkY
HERE'S WHERE I CAME FROM AND NOW HERE'S,155.66,5.13,LOS5WB75gkY
WHERE WE'RE GOING WITH THIS SO IT'S JUST,158.66,3.84,LOS5WB75gkY
A NEAT LITTLE TIDY WAY TO HAVE THREE,160.79,3.809,LOS5WB75gkY
SECTIONS OF THAT PRESENTATION TO GIVE,162.5,4.56,LOS5WB75gkY
THAT 60-SECOND INTRODUCTION NOW JUST AS,164.599,4.621,LOS5WB75gkY
A FINAL TIP HERE A 60 SECOND,167.06,4.11,LOS5WB75gkY
INTRODUCTION IS APPROXIMATELY A HUNDRED,169.22,4.2,LOS5WB75gkY
AND FIFTY WORDS SO IF YOU'RE WRITE IT,171.17,4.2,LOS5WB75gkY
OUT EXACTLY WE WANT TO SAY A WORD FOR,173.42,3.75,LOS5WB75gkY
WORD AND YOU'RE HITTING ABOUT 150 WORDS,175.37,4.53,LOS5WB75gkY
THAT IS PERFECT ANYTHING ABOVE THAT,177.17,4.08,LOS5WB75gkY
YOU'RE GOING TO START SPEAKING A LITTLE,179.9,3.119,LOS5WB75gkY
BIT TOO FAST AND IT MIGHT BE HARD FOR,181.25,3.959,LOS5WB75gkY
PEOPLE TO UNDERSTAND YOU I'LL LIVE IT,183.019,3.631,LOS5WB75gkY
SLOWER THAN THAT THEN YOU WON'T COME UP,185.209,3.601,LOS5WB75gkY
TO THE 60 SECONDS WHICH IS ALSO REALLY,186.65,4.41,LOS5WB75gkY
GOOD BECAUSE NOBODY WILL COMPLAIN IF,188.81,4.44,LOS5WB75gkY
YOUR PRESENTATION IS LESS THAN 60,191.06,4.709,LOS5WB75gkY
SECONDS ALL RIGHT ANYWAY HOPEFULLY THAT,193.25,4.5,LOS5WB75gkY
IS HELPFUL FOR YOU PLEASE LET ME KNOW IF,195.769,3.12,LOS5WB75gkY
YOU HAVE ANY QUESTIONS OR COMMENTS ABOUT,197.75,2.819,LOS5WB75gkY
THAT AND GO AHEAD AND TRY IT AND LET ME,198.889,3.301,LOS5WB75gkY
KNOW HOW IT WORKS FOR YOU AS WELL,200.569,3.03,LOS5WB75gkY
ALL RIGHT THANKS AND WE'LL SEE YOU THE,202.19,3.65,LOS5WB75gkY
NEXT VIDEO,203.599,2.241,LOS5WB75gkY
HELLO MY NAME IS CASSIE LEE AND I'M 16.,0.32,6.559,05SLQsbY310
UM I LOVE TO DANCE AND I'M HMONG I LIKE,3.84,5.2,05SLQsbY310
TO SING BUT I WOULD LOVE TO IMPROVE A,6.879,3.441,05SLQsbY310
LOT MORE,9.04,2.24,05SLQsbY310
UM,10.32,2.96,05SLQsbY310
I'M IN A HMONG DANCE GROUP CALLED CLOVER,11.28,3.92,05SLQsbY310
GIRLS AND WE DANCED TO MONG SONGS,13.28,4.48,05SLQsbY310
CHINESE SONGS AND THAI SONGS I'VE PLAYED,15.2,5.44,05SLQsbY310
THE VIOLIN FOR ALMOST NINE YEARS,17.76,5.519,05SLQsbY310
AND MY FRIENDS SAY THAT I AM ALWAYS VERY,20.64,5.76,05SLQsbY310
HAPPY AND VERY BUBBLY BUT ONCE YOU FIRST,23.279,5.681,05SLQsbY310
MEET ME I'M VERY SHY BUT ONCE I GET TO,26.4,5.119,05SLQsbY310
KNOW YOU I AM VERY CRAZY,28.96,3.68,05SLQsbY310
UM,31.519,3.281,05SLQsbY310
I WOULD LOVE LOVE LOVE TO BE A K-POP,32.64,4.4,05SLQsbY310
STAR IT'S MY DREAM AND I WON'T GIVE UP,34.8,5.48,05SLQsbY310
THANK YOU,37.04,3.24,05SLQsbY310
HELLO BABBLINGS IN THE BABBLING,0.949,4.961,e6ME0UGNwNQ
COMMUNITY MY NAME IS SHERRY BURCH AND,3.27,5.34,e6ME0UGNwNQ
I'M A SOUTH AFRICAN CITIZEN CURRENTLY,5.91,5.46,e6ME0UGNwNQ
LIVING IN HOUSTON TEXAS I GRADUATED WITH,8.61,4.59,e6ME0UGNwNQ
MY BACHELOR'S DEGREE IN MEDIA AND,11.37,4.17,e6ME0UGNwNQ
PSYCHOLOGY AT THE UNIVERSITY OF CAPE,13.2,4.23,e6ME0UGNwNQ
TOWN IN SOUTH AFRICA AND I'M NOW,15.54,4.35,e6ME0UGNwNQ
PURSUING MY MASTER'S DEGREE IN HUMAN,17.43,5.4,e6ME0UGNwNQ
RESOURCES MANAGEMENT HERE IN HOUSTON MY,19.89,4.83,e6ME0UGNwNQ
PARENTS ARE BOTH TEACHERS WHO LIVE IN,22.83,4.26,e6ME0UGNwNQ
BEIJING CHINA SO I'VE BEEN IN FRONT OF A,24.72,4.86,e6ME0UGNwNQ
CLASSROOM SINCE THE AGE OF 10 MY MOST,27.09,4.769,e6ME0UGNwNQ
RECENT PROFESSIONAL EXPERIENCE WAS BEING,29.58,4.68,e6ME0UGNwNQ
A PRIVATE TUTOR FOR ARABIC STUDENTS IN,31.859,5.371,e6ME0UGNwNQ
DOHA KATA Y TAUGHT THEM MATH SCIENCE AND,34.26,5.729,e6ME0UGNwNQ
ENGLISH NOW ANYBODY CAN TEACH YOU WORDS,37.23,5.099,e6ME0UGNwNQ
AND THEIR DEFINITIONS BUT THE ENGLISH,39.989,4.441,e6ME0UGNwNQ
LANGUAGE IS ABOUT MORE THAN THAT IT'S,42.329,4.5,e6ME0UGNwNQ
ABOUT THE MEANING BEHIND WORDS AND THE,44.43,4.649,e6ME0UGNwNQ
EXPRESSIONS THAT NATIVE ENGLISH SPEAKERS,46.829,6.181,e6ME0UGNwNQ
CAN CATCH LIKE SARCASM FOR EXAMPLE LET'S,49.079,6.091,e6ME0UGNwNQ
TAKE THE WORD BEST WHICH MEANS YOUR,53.01,4.59,e6ME0UGNwNQ
NUMBER ONE PREFERENCE YOU MAY USE THE,55.17,5.31,e6ME0UGNwNQ
WORD BEST SARCASTICALLY BY SAYING THIS,57.6,5.279,e6ME0UGNwNQ
IS THE BEST MEAL I'VE EVER EATEN WHEN,60.48,4.2,e6ME0UGNwNQ
REALLY YOU'VE HAD BETTER MEALS AT,62.879,4.74,e6ME0UGNwNQ
MCDONALD'S I WANT TO TEACH YOU MORE THAN,64.68,5.13,e6ME0UGNwNQ
JUST WORDS I WANT TO TEACH YOU ABOUT THE,67.619,4.381,e6ME0UGNwNQ
LANGUAGE AND HOW TO COMMUNICATE WITH,69.81,3.96,e6ME0UGNwNQ
ENGLISH SPEAKERS ANYWHERE AROUND THE,72.0,4.17,e6ME0UGNwNQ
WORLD I LOOK FORWARD TO MEETING YOU AND,73.77,5.459,e6ME0UGNwNQ
TEACHING YOU WHEREVER YOU ARE TAKE CARE,76.17,6.32,e6ME0UGNwNQ
AND HAVE A GREAT DAY,79.229,3.261,e6ME0UGNwNQ
HI EVERYONE I'M LINDY I'M A NEW,0.03,4.65,aRs0k5pPXQo
ZEALANDER LIVING IN THE UK I'M AN,2.129,4.411,aRs0k5pPXQo
ENGLISH TEACHER AND A NATIVE SPEAKER I,4.68,4.499,aRs0k5pPXQo
HAVE A DEGREE IN LINGUISTICS AND ENGLISH,6.54,5.07,aRs0k5pPXQo
AND I'VE WORKED OVERSEAS TEACHING,9.179,5.431,aRs0k5pPXQo
ENGLISH FULL TIME IN VIETNAM AND ALSO IN,11.61,6.839,aRs0k5pPXQo
FRANCE I HAVE A WIDE RANGE OF HOBBIES,14.61,7.589,aRs0k5pPXQo
AND INTERESTS I LIKE SPORTS SNOWBOARDING,18.449,8.371,aRs0k5pPXQo
AND TRAIL RUNNING AND RUGBY AND I ALSO,22.199,8.461,aRs0k5pPXQo
LIKE COOKING AND GARDENING AND TALKING,26.82,6.419,aRs0k5pPXQo
ABOUT BIG IDEAS AND DIFFERENT WAYS OF,30.66,5.309,aRs0k5pPXQo
LIVING I'VE TRAVELED FOR THE LAST 17,33.239,4.861,aRs0k5pPXQo
YEARS AND REALLY ENJOY MEETING PEOPLE,35.969,5.491,aRs0k5pPXQo
AND LEARNING ABOUT NEW CULTURES I'D,38.1,5.369,aRs0k5pPXQo
REALLY LIKE TO HEAR ABOUT YOUR HOBBIES,41.46,3.75,aRs0k5pPXQo
AND YOUR INTERESTS AND YOUR DAY-TO-DAY,43.469,3.451,aRs0k5pPXQo
LIFE,45.21,3.93,aRs0k5pPXQo
I'M HAPPY TO PROVIDE STRUCTURED LESSONS,46.92,5.819,aRs0k5pPXQo
BUT ALSO CASUAL CONVERSATION AND THE,49.14,4.8,aRs0k5pPXQo
MOST IMPORTANT THING IS THAT YOU GET,52.739,4.71,aRs0k5pPXQo
LOTS OF PRACTICE SO I LIKE TO THINK I'M,53.94,6.18,aRs0k5pPXQo
A REALLY PATIENT LISTENER AND YEAH I,57.449,5.811,aRs0k5pPXQo
HOPE TO TALK TO YOU SOON,60.12,3.14,aRs0k5pPXQo
GOOD MORNING MOM DELGENTE,1.68,4.96,9cg3wsfoU40
GOOD MORNING CLASSMATES MY NAME IS,3.84,4.719,9cg3wsfoU40
MICHELLE GRACE DUERO,6.64,4.56,9cg3wsfoU40
A THIRD YEAR STUDENT OF BACHELOR OF,8.559,5.04,9cg3wsfoU40
SCIENCE IN BUSINESS ADMINISTRATION,11.2,5.6,9cg3wsfoU40
MAJOR IN BUSINESS MANAGEMENT I,13.599,5.6,9cg3wsfoU40
EXPECT THAT THIS CLASS WILL BE HARD,16.8,4.8,9cg3wsfoU40
BECAUSE THIS IS BUSINESS RESEARCH,19.199,5.92,9cg3wsfoU40
AND NO RESEARCH IS EASY SO,21.6,5.999,9cg3wsfoU40
YOU REALLY NEED TO BE ATTENTIVE AND WE,25.119,4.801,9cg3wsfoU40
HAVE TO PREVENT A LOT OF TARDINESS AND,27.599,3.6,9cg3wsfoU40
ABSENCES,29.92,5.28,9cg3wsfoU40
SINCE WE ONLY HAVE SIX WEEKS TO SPARE,31.199,6.161,9cg3wsfoU40
I EXPECT TO HAVE A LOT OF ONLINE,35.2,4.24,9cg3wsfoU40
POWERPOINT PRESENTATIONS,37.36,5.28,9cg3wsfoU40
ASSIGNMENTS QUIZZES AND OUTPUT,39.44,5.76,9cg3wsfoU40
I EXPECT THAT MOM DE LENTE WILL LEAD THE,42.64,3.599,9cg3wsfoU40
CLASS DISCUSSION,45.2,3.679,9cg3wsfoU40
IN THE MOST UNDERSTANDABLE AND SPECIFIC,46.239,4.241,9cg3wsfoU40
WAY SHE CAN,48.879,4.721,9cg3wsfoU40
THIS SUBJECT WILL GIVE US PRESSURE SINCE,50.48,4.48,9cg3wsfoU40
IT IS ONLINE,53.6,3.439,9cg3wsfoU40
AND WE CAN CONSULT OUR TEACHER,54.96,3.68,9cg3wsfoU40
PERSONALLY,57.039,4.32,9cg3wsfoU40
I ALSO EXPECT TO SEE A LOT OF FAMILIAR,58.64,3.599,9cg3wsfoU40
FACES,61.359,4.321,9cg3wsfoU40
INCLUDING MOM DELHIENTE I HOPE MOM,62.239,4.481,9cg3wsfoU40
DILIGENTE,65.68,3.36,9cg3wsfoU40
WILL SET ENOUGH TIME FOR US TO PREPARE,66.72,4.12,9cg3wsfoU40
OUR OUTPUTS,69.04,4.0,9cg3wsfoU40
WELL ALSO,70.84,4.84,9cg3wsfoU40
WE CANNOT HAVE FACE-TO-FACE CLASS DUE TO,73.04,4.24,9cg3wsfoU40
THIS PANDEMIC,75.68,5.04,9cg3wsfoU40
AND I HOPE OUR RESOURCES WILL BE ENOUGH,77.28,5.68,9cg3wsfoU40
KNOWING THAT OUR COUNTRY HAS A SLOWEST,80.72,4.079,9cg3wsfoU40
INTERNET CONNECTION,82.96,5.12,9cg3wsfoU40
BUT I DO KNOW THAT MOM DELEGATE WOULD BE,84.799,4.161,9cg3wsfoU40
CONSIDERATE,88.08,4.32,9cg3wsfoU40
REGARDING TO THESE MOTHERS I AM EXCITED,88.96,5.44,9cg3wsfoU40
TO MEET MOM DILIGENTLY AGAIN,92.4,4.24,9cg3wsfoU40
AND HAVE AN ENJOYABLE CLASS WITH HER AND,94.4,3.679,9cg3wsfoU40
MY CLASSMATES,96.64,7.92,9cg3wsfoU40
THANK YOU GOD BLESS AND KEEP SAFE,98.079,6.481,9cg3wsfoU40
[MUSIC],0.4,6.56,qNrJbE0U5fg
MY EXPECTATION TO THE SUBJECT IS THAT,3.52,6.96,qNrJbE0U5fg
I HOPE THAT IT COULD BE EASY TO,6.96,4.559,qNrJbE0U5fg
UNDERSTAND,10.48,4.0,qNrJbE0U5fg
AND GIVES ME THE OPPORTUNITY TO LEARN,11.519,4.561,qNrJbE0U5fg
WHICH WOULD ABLE TO HELP ME,14.48,4.879,qNrJbE0U5fg
TO BECOME SUCCESSFUL IN MY GOALS,16.08,6.72,qNrJbE0U5fg
AND IN THE FUTURE ONE DAY,19.359,6.561,qNrJbE0U5fg
MY EXPECTATION TO YOU IS.COM,22.8,4.719,qNrJbE0U5fg
I HOPE THAT YOU WOULD BE MORE,25.92,4.16,qNrJbE0U5fg
CONSIDERABLE WITH REGARDS TO THE,27.519,4.88,qNrJbE0U5fg
SITUATION THAT WE ARE FIXING RIGHT NOW,30.08,5.28,qNrJbE0U5fg
AND I HOPE THAT YOU WOULD CONTINUE TO,32.399,4.641,qNrJbE0U5fg
INSPIRE AND MOTIVATE,35.36,5.12,qNrJbE0U5fg
US TO DO THE THINGS THAT,37.04,6.48,qNrJbE0U5fg
WHAT MAKES US,40.48,3.04,qNrJbE0U5fg
TO BE SUCCESSFUL ONE DAY AND,43.76,6.319,qNrJbE0U5fg
LASTLY MY EXPECTATION FOR THE MEDIUM OR,47.039,6.561,qNrJbE0U5fg
TO THE ONLINE CLASS IS THAT I HOPE,50.079,7.601,qNrJbE0U5fg
THAT THIS COULD HELP US TO BE BETTER,53.6,7.119,qNrJbE0U5fg
AND HELP US TO GAIN,57.68,6.0,qNrJbE0U5fg
KNOWLEDGEABLE IDEAS WITH REGARDS TO THE,60.719,3.84,qNrJbE0U5fg
COURSE NETWORK,63.68,4.0,qNrJbE0U5fg
AND MY EXPECTATION TO MY CLASSMATES,64.559,7.441,qNrJbE0U5fg
THAT ONE SHOULD BE CONSIDERABLE BECAUSE,67.68,8.16,qNrJbE0U5fg
WE DON'T HAVE THE SAME STABLE,72.0,6.96,qNrJbE0U5fg
INTERNET CONNECTION AND NOT,75.84,6.639,qNrJbE0U5fg
ALL OF US COULD BE ABLE TO AFFORD,78.96,8.88,qNrJbE0U5fg
THE INTERNET THAT THEY HAVE AND,82.479,5.361,qNrJbE0U5fg
I HOPE THAT WE SHOULD HELP ONE,89.2,7.44,qNrJbE0U5fg
ONE ANOTHER TO,93.28,3.36,qNrJbE0U5fg
PASS THIS COURSE THANK YOU,96.96,8.799,qNrJbE0U5fg
HI MY NAME IS KATRINA ALISA DIAL PIZZOLA,0.64,6.08,nxFUViPHEnc
OF GRADE 11 STEM A AND THESE ARE MY,4.24,6.16,nxFUViPHEnc
THREE EXPECTATIONS FOR THE SCHOOL YEAR,6.72,6.959,nxFUViPHEnc
I EXPECT AN EXCITING YET CHALLENGING NEW,10.4,4.239,nxFUViPHEnc
JOURNEY,13.679,2.961,nxFUViPHEnc
AS I ENTER A WHOLE NEW WORLD CALLED,14.639,3.311,nxFUViPHEnc
SENIOR HIGH,16.64,4.559,nxFUViPHEnc
[MUSIC],17.95,6.88,nxFUViPHEnc
A NEW FANTASTIC POINT OF VIEW,21.199,6.08,nxFUViPHEnc
[MUSIC],24.83,5.33,nxFUViPHEnc
I EXPECT A VERY CHALLENGING FLEX AND PEP,27.279,3.84,nxFUViPHEnc
LEARNING SINCE,30.16,3.28,nxFUViPHEnc
WE WON'T BE HAVING ANY PHYSICAL,31.119,3.841,nxFUViPHEnc
INTERACTIONS WITH OUR TEACHERS AND,33.44,3.279,nxFUViPHEnc
CLASSMATES,34.96,10.88,nxFUViPHEnc
I'M BASICALLY ON MY OWN,36.719,9.121,nxFUViPHEnc
I EXPECT THE TEACHERS TO BE VERY PATIENT,46.719,4.401,nxFUViPHEnc
WITH US AND OUR VERY CHALLENGING,49.2,4.32,nxFUViPHEnc
INTERNET,51.12,2.4,nxFUViPHEnc
[MUSIC],54.0,7.44,nxFUViPHEnc
THE CONNECTIONS I WILL FIND MY WAY,57.12,7.8,nxFUViPHEnc
IF I CAN BE STRONG I KNOW,61.44,8.56,nxFUViPHEnc
EVERY MILE WILL BE WORTH MY WHY,64.92,10.44,nxFUViPHEnc
WHEN I GO THE DISTANCE AND MY JOURNEY,70.0,9.68,nxFUViPHEnc
IS COMPLETE,75.36,4.32,nxFUViPHEnc
THE WORD FOR THE SCHOOL YEAR IS,80.56,3.04,nxFUViPHEnc
CHALLENGING,82.479,4.96,nxFUViPHEnc
YES CHALLENGING BUT DOABLE,83.6,17.6,nxFUViPHEnc
BRING IT ON NEW SCHOOL YEAR,87.439,13.761,nxFUViPHEnc
[MUSIC],2.12,15.46,Y5q2CaJxVXg
HELLO EVERYONE WITH ME,10.48,17.87,Y5q2CaJxVXg
[MUSIC],17.58,10.77,Y5q2CaJxVXg
I LOVE,28.4,2.48,Y5q2CaJxVXg
[MUSIC],32.159,6.02,Y5q2CaJxVXg
I'M NOT THAT SMART BUT I DO WORK HARD,41.92,7.84,Y5q2CaJxVXg
I AM THE,46.64,3.12,Y5q2CaJxVXg
MY YOUNGEST I AM SO BLESSED,56.96,10.159,Y5q2CaJxVXg
THIS IS,68.64,5.2,Y5q2CaJxVXg
[MUSIC],74.29,5.869,Y5q2CaJxVXg
GOOD MORNING,1.839,2.8,LeXArY1x9zo
LET ME INTRODUCE MYSELF,4.64,4.8,LeXArY1x9zo
MY NAME IS,7.68,3.36,LeXArY1x9zo
PAT SUTRALI,9.44,3.92,LeXArY1x9zo
MY NICKNAME IS,11.04,4.16,LeXArY1x9zo
BOOM,13.36,4.88,LeXArY1x9zo
I LIVE IN UBUNLASTANI,15.2,5.839,LeXArY1x9zo
I LIVE WITH MY,18.24,6.32,LeXArY1x9zo
I LIVE I LIVE WITH MY FAMILY,21.039,4.801,LeXArY1x9zo
AND,24.56,4.719,LeXArY1x9zo
AND AND CAT,25.84,3.439,LeXArY1x9zo
I WAS,29.599,3.601,LeXArY1x9zo
I WAS BORN ON,30.88,3.679,LeXArY1x9zo
MONDAY,33.2,2.4,LeXArY1x9zo
EIGHTH,34.559,2.401,LeXArY1x9zo
OF,35.6,2.32,LeXArY1x9zo
MARCH,36.96,3.599,LeXArY1x9zo
199,37.92,6.08,LeXArY1x9zo
I AM 22 YEARS OLD,40.559,4.561,LeXArY1x9zo
I HAVE,44.0,3.44,LeXArY1x9zo
GIRLFRIEND,45.12,3.759,LeXArY1x9zo
I GET RID,47.44,4.08,LeXArY1x9zo
BENJAMIN MAHALA SCHOOL,48.879,3.68,LeXArY1x9zo
NOW,51.52,2.64,LeXArY1x9zo
I AM,52.559,4.281,LeXArY1x9zo
NOW AM A SENIOR STUDENT,54.16,5.28,LeXArY1x9zo
OF WALNUT TINY,56.84,4.68,LeXArY1x9zo
BUSINESS SCHOOL,59.44,3.04,LeXArY1x9zo
MAJOR,61.52,2.16,LeXArY1x9zo
HOTEL,62.48,3.76,LeXArY1x9zo
MANAGEMENT,63.68,5.119,LeXArY1x9zo
UNIVERSITY,66.24,5.36,LeXArY1x9zo
WITH GPA,68.799,5.041,LeXArY1x9zo
2 PI 8,71.6,6.12,LeXArY1x9zo
GPA 2.40,73.84,3.88,LeXArY1x9zo
VIEW IN THE UNIVERSITY,78.0,5.68,LeXArY1x9zo
I HAVE JOINED MANY,81.52,3.68,LeXArY1x9zo
ACTIVITIES,83.68,2.88,LeXArY1x9zo
I LEARNED,85.2,4.4,LeXArY1x9zo
A LOT FROM THIS,86.56,3.04,LeXArY1x9zo
I GOT NEW FRIENDS,90.64,5.92,LeXArY1x9zo
FROM AUTHOR FACULTY,93.2,5.919,LeXArY1x9zo
LEARN TO WORK,96.56,5.76,LeXArY1x9zo
LEARN TO WORK WITH ALSO LEARN,99.119,5.201,LeXArY1x9zo
LEARN TO BE,102.32,3.839,LeXArY1x9zo
A LEADER,104.32,3.2,LeXArY1x9zo
AND LEARN,106.159,6.081,LeXArY1x9zo
AND LEARN HOW TO SUCCEED TOGETHER,107.52,6.0,LeXArY1x9zo
I DID,112.24,3.68,LeXArY1x9zo
I DID AN INTERNSHIP,113.52,5.199,LeXArY1x9zo
AT ALITA HOTEL,115.92,3.839,LeXArY1x9zo
IN THE,118.719,4.641,LeXArY1x9zo
FOOD AND BEVERAGE,119.759,3.601,LeXArY1x9zo
DEPART DEPARTMENT FOR TWO MONTHS,124.079,6.16,LeXArY1x9zo
